文件名,物品ID 中文名,匹配方式
icon13803.png,13803 火箭,图标列
icon13806.png,13806 龙舟,图标列
icon13807.png,11875 交通工具; 13807 皮筏,图标列
icon13808.png,13808 荷灯; 20096 荷灯-碎片,图标列
icon13822.png,13822 生物蛋-骆驼,图标列
icon13826.png,13826 沙灵守卫; 13827 沙灵守卫（友好）,图标列
icon13828.png,13828 生物蛋-沙漠狼,图标列
icon13850.png,13850 小灯笼鱼,图标列
icon13852.png,13852 深海鱼卵,图标列
icon13873.png,13873 毒素野人祭司,图标列
icon13874.png,13874 治疗野人祭司,图标列
icon13875.png,13875 雷电野人祭司,图标列
icon13876.png,13876 火焰野人祭司,图标列
icon1389.png,1389 陨魔战利品,图标列
icon1390.png,1390 金蛋,图标列
icon1391.png,1391 鸡窝,图标列
icon13910.png,13910 生物蛋-雪兔,图标列
icon13912.png,13912 生物蛋-牦牛,图标列
icon13914.png,13914 生物蛋-藏狐,图标列
icon13915.png,13915 生物蛋-冰灵守卫,图标列
icon13920.png,13920 野人伍长; 13921 野人伍长,图标列
icon13922.png,13922 野人投矛伍长; 13923 野人投矛伍长,图标列
icon13924.png,13924 野人百夫长; 13925 野人百夫长,图标列
icon13926.png,13926 野人投矛百夫长; 13927 野人投矛百夫长,图标列
icon13928.png,13928 虚空蛋,图标列
icon13929.png,13929 虚空野人伍长,图标列
icon13930.png,13930 虚空野人百夫长,图标列
icon13931.png,13931 虚空野人投矛伍长,图标列
icon13932.png,13932 虚空野人投矛百夫长,图标列
icon13933.png,13933 虚空野萌宝,图标列
icon13938.png,13938 铁穹钳击兵,图标列
icon13939.png,13939 铁穹炮击兵,图标列
icon13940.png,13940 铁穹猎杀卫,图标列
icon13941.png,13941 铁穹焊愈卫,图标列
icon13942.png,13942 铁穹终焉巨像; 13943 极夜,图标列
icon13944.png,13944 虚空魔眼,图标列
icon13945.png,13945 小虚空魔眼,图标列
icon13949.png,12941 水果,图标列
icon140.png,140 生命石座,图标列
icon14001.png,14001 星星,图标列
icon14011.png,14011 彩虹奶,图标列
icon14012.png,14012 生牛肉,图标列
icon14013.png,14013 烤牛肉,图标列
icon14014.png,14014 生羊肉,图标列
icon14015.png,14015 烤羊肉,图标列
icon14016.png,14016 羊毛,图标列
icon141.png,141 勇气石座,图标列
icon14100.png,14100 10迷你币,图标列
icon14101.png,14101 20迷你币,图标列
icon14102.png,14102 50迷你币,图标列
icon14103.png,14103 100迷你币,图标列
icon14104.png,14104 200迷你币,图标列
icon14105.png,14105 500迷你币,图标列
icon14106.png,14106 1000迷你币,图标列
icon14107.png,14107 5000迷你币,图标列
icon142.png,142 智慧石座,图标列
icon14201.png,14113 订阅迷你币18元,图标列
icon14202.png,14114 订阅迷你币38元,图标列
icon14203.png,14115 订阅迷你币98元,图标列
icon14204.png,14116 索要迷你币,图标列
icon143.png,143 破损的石座,图标列
icon144.png,144 红薇蝶玻璃瓶,图标列
icon145.png,145 兰青蝶玻璃瓶,图标列
icon146.png,146 香粉蝶玻璃瓶,图标列
icon147.png,147 白香蝶玻璃瓶,图标列
icon148.png,148 龙信蝶玻璃瓶,图标列
icon149.png,149 舌钟蝶玻璃瓶,图标列
icon15000.png,15000 冲锋枪,图标列
icon150000.png,150000 冰原部落图腾,图标列
icon150001.png,150001 野生冰原部落图腾,图标列
icon150002.png,150002 狩猎旗帜,图标列
icon150003.png,150003 野生狩猎旗帜,图标列
icon150004.png,150004 建筑旗帜,图标列
icon150005.png,150005 野生建筑旗帜,图标列
icon150006.png,150006 野生樵夫旗帜,图标列
icon150008.png,150008 无光冰晶喷菇,图标列
icon150009.png,150009 有光冰晶喷菇,图标列
icon15001.png,15001 左轮手枪,图标列
icon150012.png,150012 冰晶蕨,图标列
icon150013.png,150013 寒光棒,图标列
icon150015.png,150015 皮草床,图标列
icon150016.png,150016 冰原木门,图标列
icon150018.png,150018 火盆灯,图标列
icon15002.png,15002 牛仔左轮,图标列
icon150020.png,150020 冰原木桌,图标列
icon150021.png,150021 冰原木椅,图标列
icon150022.png,150022 冰原木柜,图标列
icon150023.png,150023 冰原方木窗,图标列
icon150025.png,11874 地饰; 150025 毛绒地毯,图标列
icon150027.png,150027 雪人灯,图标列
icon150029.png,150029 融合台,图标列
icon15003.png,15003 子弹,图标列
icon15004.png,15004 狙击枪,图标列
icon150043.png,150043 冰原窗帘,图标列
icon150044.png,150044 野生农夫旗帜,图标列
icon150045.png,150045 野生守卫旗帜,图标列
icon150049.png,150049 白色野花,图标列
icon15005.png,15005 重机枪,图标列
icon150050.png,150050 蓝色野花,图标列
icon150051.png,150051 黄色野花,图标列
icon150052.png,150052 蓝粉雏菊丛,图标列
icon150053.png,150053 橙色雏菊丛,图标列
icon150054.png,150054 粉色雏菊丛,图标列
icon150055.png,150055 粉蝶花,图标列
icon150056.png,150056 薰衣草,图标列
icon150057.png,150057 荧光小草,图标列
icon150058.png,150058 荧光落叶,图标列
icon150059.png,150059 星光菌,图标列
icon15006.png,15006 霰弹枪,图标列
icon150060.png,150060 蒲公英,图标列
icon150061.png,150061 狗尾草,图标列
icon150062.png,150062 芦苇,图标列
icon150063.png,150063 油菜花,图标列
icon150064.png,150064 郁金香,图标列
icon150065.png,150065 三叶草,图标列
icon150066.png,150066 荷叶,图标列
icon150067.png,150067 浮萍,图标列
icon150068.png,150068 水藻,图标列
icon150069.png,150069 蕨,图标列
icon15007.png,15007 罐装手雷; 15551 新罐装手雷,图标列
icon150070.png,150070 紫色三角梅,图标列
icon150071.png,150071 白色三角梅,图标列
icon150072.png,150072 发光树藤,图标列
icon150075.png,150075 紫色地栽三角梅,图标列
icon150076.png,150076 白色地栽三角梅,图标列
icon150077.png,150077 垂藤,图标列
icon15008.png,15008 菠萝手雷,图标列
icon15009.png,15009 乌兹冲锋枪,图标列
icon15010.png,15010 MP5K冲锋枪,图标列
icon150101.png,150101 小份水果拼盘,图标列
icon150102.png,150102 小份炒蔬菜; 150118 炒蔬菜,图标列
icon150103.png,150103 小份煎肉排; 150110 煎肉排,图标列
icon150104.png,150104 小份煎鱼; 150121 煎鱼; 550038 小份烤海鲜,图标列
icon150105.png,150105 小份蒸玉米; 150123 蒸玉米,图标列
icon150106.png,150106 小份蒸番薯; 150124 蒸番薯,图标列
icon150107.png,150107 小份一碗饭,图标列
icon150108.png,150108 小份奇怪味道的食物; 150125 奇怪味道的食物,图标列
icon150109.png,150109 小份不可名状的东西; 150126 不可名状的东西,图标列
icon15011.png,15011 汤普森,图标列
icon150111.png,150111 鲜肉沙拉,图标列
icon150112.png,150112 蔬菜炒肉,图标列
icon150113.png,150113 海陆大餐,图标列
icon150114.png,150114 鲜肉炒饭,图标列
icon150115.png,150115 果蔬沙拉; 550041 小份烤水果,图标列
icon150116.png,150116 海鲜沙拉,图标列
icon150117.png,150117 水果饭团,图标列
icon150119.png,150119 蔬菜炒海鲜,图标列
icon15012.png,15012 P-90冲锋枪,图标列
icon150120.png,150120 蔬菜饭团,图标列
icon150122.png,150122 海鲜炒饭; 150150 大份海鲜炒饭; 150176 豪华海鲜炒饭,图标列
icon150127.png,150127 大份煎肉排; 150189 豪华煎肉排,图标列
icon150128.png,150128 大份鲜肉沙拉; 150156 豪华鲜肉沙拉,图标列
icon150129.png,150129 大份蔬菜炒肉; 150157 豪华蔬菜炒肉,图标列
icon15013.png,15013 JS9冲锋枪,图标列
icon150130.png,150130 大份海陆大餐; 150158 豪华海陆大餐,图标列
icon150131.png,150131 大份鲜肉炒饭; 150159 豪华鲜肉炒饭,图标列
icon150132.png,150132 果蔬鲜肉拼盘; 150160 豪华果蔬鲜肉拼盘,图标列
icon150133.png,150133 海陆水果沙拉; 150161 豪华海陆水果沙拉,图标列
icon150134.png,150134 鲜肉水果饭团; 150162 豪华鲜肉水果饭团,图标列
icon150135.png,150135 海陆菜包; 150163 豪华海陆菜包; 550035 小份烤制菜肉; 550036 中份烤制菜肉; 550037 大份烤制菜肉,图标列
icon150136.png,150136 鲜肉蔬菜炒饭; 150164 豪华鲜肉蔬菜炒饭,图标列
icon150137.png,150137 海陆炒饭; 150165 豪华海陆炒饭,图标列
icon150138.png,150138 大份水果拼盘; 150170 豪华水果拼盘,图标列
icon150139.png,150139 大份果蔬沙拉; 150171 豪华果蔬沙拉; 550042 中份烤水果; 550043 大份烤水果,图标列
icon15014.png,15014 AK步枪,图标列
icon150140.png,150140 大份海鲜沙拉; 150172 豪华海鲜沙拉,图标列
icon150141.png,150141 大份水果饭团; 150173 豪华水果饭团,图标列
icon150142.png,150142 果蔬烤鱼拼盘; 150174 豪华果蔬烤鱼拼盘; 150177 豪华果蔬烤鱼拼盘,图标列
icon150143.png,150143 果蔬饭团; 150175 豪华果蔬饭团,图标列
icon150144.png,150144 海鲜水果饭团; 150190 豪华海鲜水果饭团,图标列
icon150145.png,150145 大份炒蔬菜; 150179 豪华炒蔬菜; 550029 小份烤蔬菜; 550030 中份烤蔬菜; 550031 大份烤蔬菜,图标列
icon150146.png,150146 大份蔬菜炒海鲜; 150180 豪华蔬菜炒海鲜,图标列
icon150147.png,150147 大份蔬菜饭团; 150181 豪华蔬菜饭团,图标列
icon150148.png,150148 鲜鱼蔬菜炒饭; 150182 豪华鲜鱼蔬菜炒饭,图标列
icon150149.png,150149 大份煎鱼; 150183 豪华煎鱼; 550039 中份烤海鲜; 550040 大份烤海鲜,图标列
icon15015.png,15015 M416步枪,图标列
icon150151.png,150151 大碗饭; 150184 豪华大碗饭,图标列
icon150152.png,150152 大份蒸玉米; 150185 豪华蒸玉米,图标列
icon150153.png,150153 大份蒸番薯; 150186 豪华蒸番薯,图标列
icon150154.png,150154 大份奇怪味道的食物; 150187 豪华奇怪味道的食物,图标列
icon150155.png,150155 大份不可名状的东西; 150188 豪华不可名状的东西,图标列
icon15016.png,15016 黄金M416,图标列
icon150166.png,150166 豪华海陆果蔬拼盘,图标列
icon150167.png,150167 豪华鲜肉果蔬盖饭,图标列
icon150168.png,150168 豪华海陆水果盖饭,图标列
icon150169.png,150169 豪华海陆蔬菜盖饭,图标列
icon15017.png,15017 赤焰M416,图标列
icon150178.png,150178 豪华海鲜果蔬盖饭,图标列
icon15018.png,15018 寒冰M416,图标列
icon15019.png,15019 AUG-急速音符,图标列
icon150500.png,150500 蓝色烟花; 150506 粉色小烟花; 152000 蓝色烟花,图标列
icon150501.png,150501 绿色烟花; 150507 绝美爱心烟花; 152001 绿色烟花,图标列
icon150502.png,150502 粉色烟花; 150508 黄色大烟花; 152002 粉色烟花,图标列
icon150503.png,150503 黄色烟花; 150509 烟花组; 152003 黄色烟花,图标列
icon150504.png,150504 彩色烟花; 150510 炮筒烟花; 152004 彩色烟花,图标列
icon150505.png,150505 心形烟花; 152005 心形烟花,图标列
icon150701.png,150701 基础传动轴,图标列
icon150702.png,150702 铜制传动轴,图标列
icon150703.png,150703 铁制传动轴,图标列
icon150704.png,150704 铝制传动轴,图标列
icon150705.png,150705 基础小齿轮,图标列
icon150706.png,150706 铜制小齿轮,图标列
icon150707.png,150707 铁制小齿轮,图标列
icon150708.png,150708 铝制小齿轮,图标列
icon150709.png,150709 基础大齿轮,图标列
icon150710.png,150710 铜制大齿轮,图标列
icon150711.png,150711 铁制大齿轮,图标列
icon150712.png,150712 铜推手,图标列
icon150713.png,150713 铜拉手,图标列
icon150714.png,150714 筑路机,图标列
icon150715.png,150715 自动制作台,图标列
icon150717.png,150717 铜钻头,图标列
icon150718.png,150718 铝制大齿轮,图标列
icon150719.png,150719 铜制传送带,图标列
icon150720.png,150720 铁制传送带,图标列
icon150721.png,150721 铝制传送带,图标列
icon150722.png,150722 铁制离合器,图标列
icon150723.png,150723 钛制离合器,图标列
icon150724.png,150724 铁制变速器,图标列
icon150725.png,150725 钛制变速器,图标列
icon150726.png,150726 铁制换向器,图标列
icon150727.png,150727 钛制换向器,图标列
icon150728.png,150728 铁制分动箱,图标列
icon150729.png,150729 钛制分动箱,图标列
icon150730.png,150730 手轮阀门,图标列
icon150731.png,150731 强化手轮,图标列
icon150732.png,150732 简易动物轮,图标列
icon150733.png,150733 动物轮,图标列
icon150734.png,150734 小风车,图标列
icon150735.png,150735 大风车,图标列
icon150736.png,150736 破损小风车,图标列
icon150737.png,150737 破损大风车,图标列
icon150738.png,150738 蒸汽引擎,图标列
icon150739.png,150739 内燃引擎,图标列
icon150740.png,150740 铝木锯,图标列
icon150741.png,150741 分流器,图标列
icon150742.png,150742 铜存取器,图标列
icon150743.png,150743 铝存取器,图标列
icon150744.png,150744 钛钻头,图标列
icon150745.png,150745 铝钻头,图标列
icon150746.png,150746 收割机,图标列
icon150747.png,150747 高级收割机,图标列
icon150748.png,150748 机械转轴块,图标列
icon150749.png,150749 铁推手,图标列
icon150750.png,150750 铝推手,图标列
icon150751.png,150751 铁拉手,图标列
icon150752.png,150752 铝拉手,图标列
icon150753.png,150753 传动蜗杆台,图标列
icon150754.png,150754 置块机,图标列
icon150755.png,150755 智能焊接臂,图标列
icon150756.png,150756 基础转角齿轮,图标列
icon150757.png,150757 铜制转角齿轮,图标列
icon150758.png,150758 铁制转角齿轮,图标列
icon150759.png,150759 铝制转角齿轮,图标列
icon150760.png,150760 铜制链条,图标列
icon150761.png,150761 铁制链条,图标列
icon150762.png,150762 铝制链条,图标列
icon150766.png,150766 无限动力箱,图标列
icon15078.png,15078 蘑晶球,图标列
icon15079.png,15079 迷糊粉瓶,图标列
icon15080.png,15080 独角,图标列
icon15081.png,15081 凝胶,图标列
icon15082.png,15082 星尘箭,图标列
icon150912.png,150912 铁穹核心枢纽,图标列
icon150920.png,150920 底盘框架,图标列
icon150921.png,150921 转向悬架,图标列
icon150922.png,150922 普通悬架,图标列
icon150926.png,150926 氮气瓶,图标列
icon150931.png,150931 仓鼠轮,图标列
icon150932.png,150932 牛粪,图标列
icon150935.png,150935 宠物小窝,图标列
icon150936.png,150936 宠物小屋,图标列
icon151002.png,151002 金合欢树种子,图标列
icon151003.png,151003 猴面包树种子,图标列
icon151024.png,151024 绿色荆棘,图标列
icon151025.png,151025 枯萎荆棘,图标列
icon151026.png,151026 红色卫矛,图标列
icon151027.png,151027 爬山虎,图标列
icon151029.png,151029 星辉落叶堆,图标列
icon151030.png,151030 星影落叶堆,图标列
icon151031.png,151031 恶棘藤,图标列
icon151032.png,151032 败草丛,图标列
icon151101.png,151101 银杏树种子,图标列
icon151102.png,151102 枫香树种子,图标列
icon151103.png,151103 蓝花楹种子,图标列
icon151104.png,151104 秋胡杨种子,图标列
icon151205.png,151205 小星影树苗,图标列
icon151206.png,151206 星影树苗,图标列
icon151207.png,151207 巨大荧菇苗,图标列
icon151208.png,,
icon152006.png,152006 祈天灯,图标列
icon152007.png,152007 四叶飞舞,图标列
icon152008.png,152008 花火之恋,图标列
icon152009.png,152009 许愿流星雨,图标列
icon152010.png,152010 樱花飞舞,图标列
icon152011.png,152011 天涯共此时,图标列
icon153000.png,153000 攀藤架,图标列
icon1550.png,1550 简约床,图标列
icon15500.png,15500 平底锅,图标列
icon15501.png,15501 冲锋枪子弹,图标列
icon15502.png,15502 牛仔左轮子弹,图标列
icon15503.png,15503 狙击枪子弹,图标列
icon15504.png,15504 重机枪子弹,图标列
icon15506.png,15506 圆球爆弹; 15511 萌眼星BOSS-爆炸激光; 15618 虚空爆弹; 20132 圆球爆弹-碎片,图标列
icon15507.png,12625 冰石; 15507 冰锥; 15510 萌眼星BOSS-冰冻激光; 20133 冰锥-碎片; 62905 冰晶,图标列
icon15508.png,11652 海灵守卫-水柱; 11956 特殊道具; 15505 虚空巨石; 15508 熔岩球; 15509 萌眼星BOSS-击飞激光; 20134 熔岩球-碎片,图标列
icon1551.png,1551 简约沙发,图标列
icon15519.png,15519 黑龙熔岩球; 20136 黑龙熔岩球-碎片,图标列
icon1552.png,1552 简约书桌,图标列
icon15520.png,15520 混乱召唤球; 20137 混乱召唤球-碎片,图标列
icon15528.png,15528 物理清除烟花,图标列
icon15529.png,15529 物理清除枪,图标列
icon1558.png,1558 简约浴缸,图标列
icon1559.png,1559 简约衣柜,图标列
icon1563.png,1563 简约屏风,图标列
icon1567.png,1567 简约门,图标列
icon1568.png,1568 简约窗,图标列
icon1574.png,1574 中式床,图标列
icon1575.png,1575 中式沙发,图标列
icon1576.png,1576 中式书桌,图标列
icon1582.png,1582 中式浴缸,图标列
icon1583.png,1583 中式衣柜,图标列
icon1587.png,1587 中式屏风,图标列
icon1591.png,1591 中式门,图标列
icon1592.png,1592 中式窗,图标列
icon1598.png,1598 现代床,图标列
icon1599.png,1599 现代沙发,图标列
icon1600.png,1600 现代书桌,图标列
icon16000.png,16000 铁徽章,图标列
icon16001.png,16001 铜徽章,图标列
icon16002.png,16002 银徽章,图标列
icon16003.png,16003 金徽章,图标列
icon16004.png,16004 紫金徽章,图标列
icon16005.png,16005 红宝石徽章,图标列
