文件名,方块ID 中文名,匹配方式
eternal_ice_snow_horizontal_halftriangle.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_side.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_trapezoid_down.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_trapezoid_up.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_trapezoid_up_second.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_triangle.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
eternal_ice_snow_vertical_halftriangle.png,131 坚固的冰; 160002 永冻冰块; 161003 永冻冰薄板; 162004 永冻冰竖薄板; 163004 永冻冰斜板; 164004 永冻冰竖板; 165004 永冻冰薄斜板; 166004 永冻冰大薄斜板; 167004 永冻冰竖薄斜板; 168004 永冻冰竖大薄斜板; 169003 永冻冰楼梯; 170027 永冻冰三棱柱; 171027 永冻冰弧板; 172027 永冻冰薄弧板; 173027 永冻冰大薄弧板; 174027 永冻冰竖薄弧板; 175027 永冻冰大竖薄弧板; 176027 永冻冰棱锥,贴图列+_snow
european_bathtub.png,1699 欧式浴缸,贴图列精确
european_bathtub_rgb.png,1699 欧式浴缸,贴图列+_rgb
european_bed.png,1691 欧式床,贴图列精确
european_bed_rgb.png,1691 欧式床,贴图列+_rgb
european_brick_side.png,1712 欧式砖,贴图列+_side
european_brick_top.png,1712 欧式砖,贴图列+_top
european_cabinet.png,1701 欧式橱柜,贴图列精确
european_cabinet_rgb.png,1701 欧式橱柜,贴图列+_rgb
european_carpet.png,,
european_carpet_rgb.png,,
european_ceiling_light.png,1706 欧式吊灯,贴图列精确
european_ceiling_light_emi.png,1706 欧式吊灯,贴图列+_emi
european_ceiling_light_rgb.png,1706 欧式吊灯,贴图列+_rgb
european_chair.png,1697 欧式椅子,贴图列精确
european_chair_rgb.png,1697 欧式椅子,贴图列+_rgb
european_closet.png,1700 欧式衣柜,贴图列精确
european_closet_rgb.png,1700 欧式衣柜,贴图列+_rgb
european_desk.png,1693 欧式书桌,贴图列精确
european_desk_rgb.png,1693 欧式书桌,贴图列+_rgb
european_door.png,1708 欧式门,贴图列精确
european_door_rgb.png,1708 欧式门,贴图列+_rgb
european_erect_light.png,1705 欧式立体灯,贴图列精确
european_erect_light_emi.png,1705 欧式立体灯,贴图列+_emi
european_erect_light_rgb.png,1705 欧式立体灯,贴图列+_rgb
european_group_cabinet.png,1703 欧式组合柜,贴图列精确
european_group_cabinet_rgb.png,1703 欧式组合柜,贴图列+_rgb
european_half_brick_side.png,1713 欧式半砖,贴图列+_side
european_half_brick_top.png,1713 欧式半砖,贴图列+_top
european_half_cabinet.png,1702 欧式半格橱柜,贴图列精确
european_half_cabinet_rgb.png,1702 欧式半格橱柜,贴图列+_rgb
european_rail.png,1714 欧式围栏,贴图列精确
european_rail_rgb.png,1714 欧式围栏,贴图列+_rgb
european_screen.png,1704 欧式屏风,贴图列精确
european_screen_rgb.png,1704 欧式屏风,贴图列+_rgb
european_screen_screengrass.png,1704 欧式屏风,贴图列+_screengrass
european_sofa.png,1692 欧式沙发,贴图列精确
european_sofa_rgb.png,1692 欧式沙发,贴图列+_rgb
european_stairs.png,1710 欧式楼梯,贴图列精确
european_stairs_rgb.png,1710 欧式楼梯,贴图列+_rgb
european_table.png,1694 欧式餐桌,贴图列精确
european_table_rgb.png,1694 欧式餐桌,贴图列+_rgb
european_tea_table.png,1695 欧式茶几,贴图列精确
european_tea_table_rgb.png,1695 欧式茶几,贴图列+_rgb
european_toilet.png,1698 欧式马桶,贴图列精确
european_toilet_rgb.png,1698 欧式马桶,贴图列+_rgb
european_wall1_side.png,1711 欧式墙砖,贴图列+数字_side
european_wall_light.png,1707 欧式壁灯,贴图列精确
european_wall_light_emi.png,1707 欧式壁灯,贴图列+_emi
european_wall_light_rgb.png,1707 欧式壁灯,贴图列+_rgb
european_wall_side.png,1711 欧式墙砖,贴图列+_side
european_wall_top.png,1711 欧式墙砖,贴图列+_top
european_wash_table.png,1696 欧式洗手台,贴图列精确
european_wash_table_rgb.png,1696 欧式洗手台,贴图列+_rgb
european_window.png,1709 欧式窗,贴图列精确
european_window_rgb.png,1709 欧式窗,贴图列+_rgb
european_window_screengrass.png,1709 欧式窗,贴图列+_screengrass
evilthornvine.png,151031 恶棘藤,贴图列精确
ewires_cross.png,,
ewires_cross_overlay.png,,
ewires_line.png,,
ewires_line_overlay.png,,
fadedgrass.png,347 败草,贴图列精确
fadedgrass_emi.png,347 败草,贴图列+_emi
fadedgrasses.png,151032 败草丛,贴图列精确
fadedgrasses_emi.png,151032 败草丛,贴图列+_emi
fallen_dead_branch.png,,
fallenmonheart.png,1389 陨魔战利品,贴图列精确
fallenmonheart_emi.png,1389 陨魔战利品,贴图列+_emi
fallenmonheart_mix.png,1389 陨魔战利品,贴图列+_mix
falling_flowers.png,321 桃花堆,贴图列精确
far_drift_bottle.png,27 远方的漂流瓶,贴图列精确
far_drift_bottlegrass.png,,
farmerflag.png,1203 农夫旗帜,贴图列精确
farmerflag_on.png,1203 农夫旗帜,贴图列+_on
farmerflag_on_emi.png,1203 农夫旗帜,贴图列+_on
farmerflag_wild.png,150044 野生农夫旗帜,贴图列精确
farmerflag_wild_on.png,150044 野生农夫旗帜,贴图列+_on
farmerflag_wild_on_emi.png,150044 野生农夫旗帜,贴图列+_on
fbellflowers_middle.png,,
feedpan.png,466 星光孢子饲料; 467 变异土笋饲料; 468 变异紫苏饲料; 1020 嘟嘟鸟饲料,贴图列精确
feedpan1.png,466 星光孢子饲料,贴图列精确
feedpan1_emi.png,466 星光孢子饲料,贴图列+_emi
feedpan2.png,467 变异土笋饲料,贴图列精确
feedpan2_emi.png,467 变异土笋饲料,贴图列+_emi
feedpan3.png,468 变异紫苏饲料,贴图列精确
feedpan3_emi.png,468 变异紫苏饲料,贴图列+_emi
fence.png,534 木围栏; 201518 田园围栏,贴图列精确
fence2.png,926 黑色铜围栏,贴图列精确
fence2_matcap.png,926 黑色铜围栏,贴图列+_matcap
fence2_mix.png,926 黑色铜围栏,贴图列+_mix
fence3.png,927 白色铜围栏,贴图列精确
fence3_emi.png,927 白色铜围栏,贴图列+_emi
fence3_matcap.png,927 白色铜围栏,贴图列+_matcap
fence3_mix.png,927 白色铜围栏,贴图列+_mix
fence_bamboo.png,568 竹围栏,贴图列精确
fence_bamboo_mix.png,568 竹围栏,贴图列+_mix
fence_birch.png,539 象牙白围栏,贴图列精确
fence_birch_mix.png,539 象牙白围栏,贴图列+_mix
fence_leafless.png,576 苍石灰围栏,贴图列精确
fence_leafless_mix.png,576 苍石灰围栏,贴图列+_mix
fence_mix.png,534 木围栏; 201518 田园围栏,贴图列+_mix
fence_normalwood.png,553 薄木围栏,贴图列精确
fence_normalwood_mix.png,553 薄木围栏,贴图列+_mix
fence_stonebrick.png,551 粗制石砖围栏,贴图列精确
fence_stonebrick_mix.png,551 粗制石砖围栏,贴图列+_mix
fence_sulfur.png,538 硫黄砖围栏,贴图列精确
fence_sulfur_mix.png,538 硫黄砖围栏,贴图列+_mix
fencegate.png,535 木围栏门; 201517 田园围栏门,贴图列精确
fencegate_boo.png,569 竹围栏门,贴图列精确
fencegate_boo_mix.png,569 竹围栏门,贴图列+_mix
fencegate_mix.png,535 木围栏门; 201517 田园围栏门,贴图列+_mix
fengshu.png,390071 [水墨]枫树,贴图列精确
fern.png,238 荆棘草,贴图列精确
fern_grass.png,150069 蕨,贴图列精确
fern_grass_mix.png,150069 蕨,贴图列+_mix
fertilizer_grade_1.png,,
fertilizer_grade_2.png,,
fertilizer_grade_3.png,,
festivelantern.png,1146 庆典花灯,贴图列精确
festivelantern_emi.png,1146 庆典花灯,贴图列+_emi
feverfew.png,1456 小白菊; 1500 小白菊（苗）,贴图列精确
feverfew_middle.png,1456 小白菊; 1500 小白菊（苗）,贴图列+_middle
fine_dirt_block.png,771 蘑古耕地; 772 蘑古土坑; 200247 蘑古土块,贴图列精确
fine_dirt_block_mix.png,771 蘑古耕地; 772 蘑古土坑; 200247 蘑古土块,贴图列+_mix
fire_3_3.png,500 火; 584 毒液,贴图列精确
fireworks_1.png,881 喷花烟花; 882 喷花烟花（开）,贴图列精确
fishframe.png,1192 晒鱼架,贴图列精确
fishframe_mix.png,1192 晒鱼架,贴图列+_mix
fishvillagetotem.png,201016 渔村部落图腾,贴图列精确
fishvillagetotem_mix.png,201016 渔村部落图腾,贴图列+_mix
flag0.png,925 白色战旗,贴图列精确
flag0_mix.png,925 白色战旗,贴图列+_mix
flag1.png,919 红色战旗,贴图列精确
flag1_mix.png,919 红色战旗,贴图列+_mix
flag2.png,920 蓝色战旗,贴图列精确
flag2_mix.png,920 蓝色战旗,贴图列+_mix
flag3.png,921 绿色战旗,贴图列精确
flag3_mix.png,921 绿色战旗,贴图列+_mix
flag4.png,922 黄战旗,贴图列精确
flag4_mix.png,922 黄战旗,贴图列+_mix
flag5.png,923 橙色战旗,贴图列精确
flag5_mix.png,923 橙色战旗,贴图列+_mix
flag6.png,924 紫色战旗,贴图列精确
flag6_mix.png,924 紫色战旗,贴图列+_mix
flags.png,986 小彩旗,贴图列精确
flame_sand.png,125 灼沙,贴图列精确
flame_sand_emi.png,125 灼沙,贴图列+_emi
flame_sand_mix.png,125 灼沙,贴图列+_mix
flamecrystal_block.png,163 炽炎竖薄板; 410 炽炎块; 751 炽炎薄板; 755 炽炎楼梯; 1255 炽炎斜板; 1289 炽炎薄斜板; 1290 炽炎大薄斜板; 1333 炽炎竖薄斜板; 1334 炽炎竖大薄斜板; 1366 炽炎竖板; 170012 炽炎三棱柱; 171012 炽炎弧板; 172012 炽炎薄弧板; 173012 炽炎大薄弧板; 174012 炽炎竖薄弧板; 175012 炽炎大竖薄弧板; 176012 炽炎棱锥; 200014 金质野人战士雕像; 200017 金质野人祭司雕像; 200020 金质野人投矛手雕像; 200023 金质野萌宝雕像; 200026 金质毒素野人祭司雕像; 200029 金质治疗野人祭司雕像; 200032 金质雷电野人祭司雕像; 200035 金质火焰野人祭司雕像; 200038 金质蝙蝠雕像; 200041 金质符文怪雕像; 200044 金质虚空使徒雕像; 200047 金质海盗掠夺者雕像; 200050 金质海盗猎手雕像; 200053 金质爆爆蛋雕像; 200056 金质毒尾蝎雕像; 200059 金质海灵守卫雕像; 200062 金质沙灵守卫雕像; 200065 金质熔岩巨人雕像; 200068 金质硫磺弓手雕像; 200071 金质萌眼叮叮雕像; 200074 金质萌眼咚咚雕像; 200077 金质萌眼当当雕像; 200080 金质萌眼咻咻雕像; 200083 金质冰灵守卫雕像; 200086 金质寒霜野人祭司雕像; 200089 金质小型海盗船雕像; 200092 金质中型海盗船雕像; 200095 金质大型海盗船雕像,贴图列精确
flamecrystal_block_emi.png,163 炽炎竖薄板; 410 炽炎块; 751 炽炎薄板; 755 炽炎楼梯; 1255 炽炎斜板; 1289 炽炎薄斜板; 1290 炽炎大薄斜板; 1333 炽炎竖薄斜板; 1334 炽炎竖大薄斜板; 1366 炽炎竖板; 170012 炽炎三棱柱; 171012 炽炎弧板; 172012 炽炎薄弧板; 173012 炽炎大薄弧板; 174012 炽炎竖薄弧板; 175012 炽炎大竖薄弧板; 176012 炽炎棱锥; 200014 金质野人战士雕像; 200017 金质野人祭司雕像; 200020 金质野人投矛手雕像; 200023 金质野萌宝雕像; 200026 金质毒素野人祭司雕像; 200029 金质治疗野人祭司雕像; 200032 金质雷电野人祭司雕像; 200035 金质火焰野人祭司雕像; 200038 金质蝙蝠雕像; 200041 金质符文怪雕像; 200044 金质虚空使徒雕像; 200047 金质海盗掠夺者雕像; 200050 金质海盗猎手雕像; 200053 金质爆爆蛋雕像; 200056 金质毒尾蝎雕像; 200059 金质海灵守卫雕像; 200062 金质沙灵守卫雕像; 200065 金质熔岩巨人雕像; 200068 金质硫磺弓手雕像; 200071 金质萌眼叮叮雕像; 200074 金质萌眼咚咚雕像; 200077 金质萌眼当当雕像; 200080 金质萌眼咻咻雕像; 200083 金质冰灵守卫雕像; 200086 金质寒霜野人祭司雕像; 200089 金质小型海盗船雕像; 200092 金质中型海盗船雕像; 200095 金质大型海盗船雕像,贴图列+_emi
flamecrystal_block_mix.png,163 炽炎竖薄板; 410 炽炎块; 751 炽炎薄板; 755 炽炎楼梯; 1255 炽炎斜板; 1289 炽炎薄斜板; 1290 炽炎大薄斜板; 1333 炽炎竖薄斜板; 1334 炽炎竖大薄斜板; 1366 炽炎竖板; 170012 炽炎三棱柱; 171012 炽炎弧板; 172012 炽炎薄弧板; 173012 炽炎大薄弧板; 174012 炽炎竖薄弧板; 175012 炽炎大竖薄弧板; 176012 炽炎棱锥; 200014 金质野人战士雕像; 200017 金质野人祭司雕像; 200020 金质野人投矛手雕像; 200023 金质野萌宝雕像; 200026 金质毒素野人祭司雕像; 200029 金质治疗野人祭司雕像; 200032 金质雷电野人祭司雕像; 200035 金质火焰野人祭司雕像; 200038 金质蝙蝠雕像; 200041 金质符文怪雕像; 200044 金质虚空使徒雕像; 200047 金质海盗掠夺者雕像; 200050 金质海盗猎手雕像; 200053 金质爆爆蛋雕像; 200056 金质毒尾蝎雕像; 200059 金质海灵守卫雕像; 200062 金质沙灵守卫雕像; 200065 金质熔岩巨人雕像; 200068 金质硫磺弓手雕像; 200071 金质萌眼叮叮雕像; 200074 金质萌眼咚咚雕像; 200077 金质萌眼当当雕像; 200080 金质萌眼咻咻雕像; 200083 金质冰灵守卫雕像; 200086 金质寒霜野人祭司雕像; 200089 金质小型海盗船雕像; 200092 金质中型海盗船雕像; 200095 金质大型海盗船雕像,贴图列+_mix
flamecrystal_block_noise.png,163 炽炎竖薄板; 410 炽炎块; 751 炽炎薄板; 755 炽炎楼梯; 1255 炽炎斜板; 1289 炽炎薄斜板; 1290 炽炎大薄斜板; 1333 炽炎竖薄斜板; 1334 炽炎竖大薄斜板; 1366 炽炎竖板; 170012 炽炎三棱柱; 171012 炽炎弧板; 172012 炽炎薄弧板; 173012 炽炎大薄弧板; 174012 炽炎竖薄弧板; 175012 炽炎大竖薄弧板; 176012 炽炎棱锥; 200014 金质野人战士雕像; 200017 金质野人祭司雕像; 200020 金质野人投矛手雕像; 200023 金质野萌宝雕像; 200026 金质毒素野人祭司雕像; 200029 金质治疗野人祭司雕像; 200032 金质雷电野人祭司雕像; 200035 金质火焰野人祭司雕像; 200038 金质蝙蝠雕像; 200041 金质符文怪雕像; 200044 金质虚空使徒雕像; 200047 金质海盗掠夺者雕像; 200050 金质海盗猎手雕像; 200053 金质爆爆蛋雕像; 200056 金质毒尾蝎雕像; 200059 金质海灵守卫雕像; 200062 金质沙灵守卫雕像; 200065 金质熔岩巨人雕像; 200068 金质硫磺弓手雕像; 200071 金质萌眼叮叮雕像; 200074 金质萌眼咚咚雕像; 200077 金质萌眼当当雕像; 200080 金质萌眼咻咻雕像; 200083 金质冰灵守卫雕像; 200086 金质寒霜野人祭司雕像; 200089 金质小型海盗船雕像; 200092 金质中型海盗船雕像; 200095 金质大型海盗船雕像,贴图列+_noise
flamecrystal_block_snow_down_more.png,163 炽炎竖薄板; 410 炽炎块; 751 炽炎薄板; 755 炽炎楼梯; 1255 炽炎斜板; 1289 炽炎薄斜板; 1290 炽炎大薄斜板; 1333 炽炎竖薄斜板; 1334 炽炎竖大薄斜板; 1366 炽炎竖板; 170012 炽炎三棱柱; 171012 炽炎弧板; 172012 炽炎薄弧板; 173012 炽炎大薄弧板; 174012 炽炎竖薄弧板; 175012 炽炎大竖薄弧板; 176012 炽炎棱锥; 200014 金质野人战士雕像; 200017 金质野人祭司雕像; 200020 金质野人投矛手雕像; 200023 金质野萌宝雕像; 200026 金质毒素野人祭司雕像; 200029 金质治疗野人祭司雕像; 200032 金质雷电野人祭司雕像; 200035 金质火焰野人祭司雕像; 200038 金质蝙蝠雕像; 200041 金质符文怪雕像; 200044 金质虚空使徒雕像; 200047 金质海盗掠夺者雕像; 200050 金质海盗猎手雕像; 200053 金质爆爆蛋雕像; 200056 金质毒尾蝎雕像; 200059 金质海灵守卫雕像; 200062 金质沙灵守卫雕像; 200065 金质熔岩巨人雕像; 200068 金质硫磺弓手雕像; 200071 金质萌眼叮叮雕像; 200074 金质萌眼咚咚雕像; 200077 金质萌眼当当雕像; 200080 金质萌眼咻咻雕像; 200083 金质冰灵守卫雕像; 200086 金质寒霜野人祭司雕像; 200089 金质小型海盗船雕像; 200092 金质中型海盗船雕像; 200095 金质大型海盗船雕像,贴图列+_snow
